class,name,price,etl_date,id,model,brand,memory,corefrequency,cudacores,memory_value,memory_unit,corefrequency_value,corefrequency_unit,ddr
顯示卡 VGA,撼訊 AXRX 6500XT 4GBD6-DH/OC 競技版(2820MHz/19.1cm/三年保),6290,2024-03-03,RX 6500,RX 6500,Unknown,4GB,2820MHz,CUDA:0,4.0,GB,2820.0,MHz,
顯示卡 VGA,撼訊 AXRX6650XT 8GBD6-3DH 競技版(2635MHz/21.2cm/雙風扇/三年保),6990,2024-03-03,RX6650,RX6650,Unknown,8GB,2635MHz,CUDA:0,8.0,GB,2635.0,MHz,
顯示卡 VGA,華碩 DUAL-RX7600-O8G-V2(2715MHz/20.5cm/雙風扇/註四年),8890,2024-03-03,RX7600,RX7600,華碩,O8G,2715MHz,CUDA:0,8.0,O,2715.0,MHz,
顯示卡 VGA,技嘉 Radeon RX7600 GAMING OC 8G(2755MHz/28.2cm/三風扇/註五年),9290,2024-03-03,RX7600,RX7600,技嘉,8G,2755MHz,CUDA:0,8.0,G,2755.0,MHz,
顯示卡 VGA,ACER 宏�� Predator Radeon RX7600 8G(2655MHz/26.7cm/雙風扇/註三年),8490,2024-03-03,RX7600,RX7600,Unknown,8G,2655MHz,CUDA:0,8.0,G,2655.0,MHz,
顯示卡 VGA,ACER 宏�� Predator Radeon RX7600 8G OC(2725MHz/26.7cm/雙風扇/註三年),8990,2024-03-03,RX7600,RX7600,Unknown,8G,2725MHz,CUDA:0,8.0,G,2725.0,MHz,
顯示卡 VGA,撼訊 RX7600 8G-F 競技版(2655MHz/21.2cm/雙風扇/註三年) *尾盤,8890,2024-03-03,RX7600,RX7600,Unknown,8G,2655MHz,CUDA:0,8.0,G,2655.0,MHz,
顯示卡 VGA,撼訊 RX7600 8G-L/OC 暗黑犬(2695MHz/23.4cm/雙風扇/註四年),9290,2024-03-03,RX7600,RX7600,Unknown,8G,2695MHz,CUDA:0,8.0,G,2695.0,MHz,
顯示卡 VGA,華碩 DUAL-RX7600XT-O16G(2801MHz/23cm/雙風扇/註四年),10990,2024-03-03,RX7600,RX7600,華碩,O16G,2801MHz,CUDA:0,16.0,O,2801.0,MHz,
顯示卡 VGA,華碩 TUF-RX7600XT-O16G-GAMING(2830MHz/30cm/三風扇/註五年),12490,2024-03-03,RX7600,RX7600,華碩,O16G,2830MHz,CUDA:0,16.0,O,2830.0,MHz,
顯示卡 VGA,Acer Nitro Radeon RX7600XT OC 16G(2810MHz/27cm/雙風扇/註三年),10890,2024-03-03,RX7600,RX7600,Unknown,16G,2810MHz,CUDA:0,16.0,G,2810.0,MHz,
顯示卡 VGA,撼訊 RX7600XT 16G-L/OC 暗黑犬(2810MHz/22cm/雙風扇/註四年),11990,2024-03-03,RX7600,RX7600,Unknown,16G,2810MHz,CUDA:0,16.0,G,2810.0,MHz,
顯示卡 VGA,華碩 DUAL-RX7700XT-O12G(2599MHz/28cm/雙風扇/註四年),15790,2024-03-03,RX7700,RX7700,華碩,O12G,2599MHz,CUDA:0,12.0,O,2599.0,MHz,
顯示卡 VGA,華擎 RX7700XT Challenger 12G OC(2585MHz/26.6cm/雙風扇/註五年),15790,2024-03-03,RX7700,RX7700,Unknown,12G,2585MHz,CUDA:0,12.0,G,2585.0,MHz,
顯示卡 VGA,撼訊 RX7700XT 12G-F/OC 競技版(2584MHz/30.3cm/三風扇/三年保),15790,2024-03-03,RX7700,RX7700,Unknown,12G,2584MHz,CUDA:0,12.0,G,2584.0,MHz,
顯示卡 VGA,撼訊 RX7700XT 12G-L/OC 暗黑犬(2599MHz/33.2cm/三風扇/註四年),16490,2024-03-03,RX7700,RX7700,Unknown,12G,2599MHz,CUDA:0,12.0,G,2599.0,MHz,
顯示卡 VGA,華碩 TUF-RX7800XT-O16G-GAMING(2565MHz/31.98cm/三風扇/註五年),17590,2024-03-03,RX7800,RX7800,華碩,O16G,2565MHz,CUDA:0,16.0,O,2565.0,MHz,
顯示卡 VGA,華擎 RX7800XT Challenger 16G OC(2475MHz/26.7cm/雙風扇/註五年)送ARKY公仔,17590,2024-03-03,RX7800,RX7800,Unknown,16G,2475MHz,CUDA:0,16.0,G,2475.0,MHz,
顯示卡 VGA,華擎 RX7800XT Steel Legend 16G OC(2520MHz/30.4cm/三風扇/註五年)送ARKY公仔,18990,2024-03-03,RX7800,RX7800,Unknown,16G,2520MHz,CUDA:0,16.0,G,2520.0,MHz,
顯示卡 VGA,撼訊 RX7800XT 16G-L/OC 暗黑犬(2520MHz/33.2cm/LED三風扇/四年保),17990,2024-03-03,RX7800,RX7800,Unknown,16G,2520MHz,CUDA:0,16.0,G,2520.0,MHz,
顯示卡 VGA,撼訊 RX7800XT 16G-E/OC 紅魔(2565MHz/34.5cm/三風扇/註五年),19490,2024-03-03,RX7800,RX7800,Unknown,16G,2565MHz,CUDA:0,16.0,G,2565.0,MHz,
顯示卡 VGA,華碩 TUF-RX7900XT-O20G-GAMING(2535MHz/35.29cm/註五年),30990,2024-03-03,RX7900,RX7900,華碩,O20G,2535MHz,CUDA:0,20.0,O,2535.0,MHz,
顯示卡 VGA,技嘉 Radeon RX7900XT GAMING OC 20G(2535MHz/33.1cm/註五年),30990,2024-03-03,RX7900,RX7900,技嘉,20G,2535MHz,CUDA:0,20.0,G,2535.0,MHz,
顯示卡 VGA,華擎 RX7900XT Phantom Gaming White 20GB OC(2450MHz/33cm/註五年),29990,2024-03-03,RX7900,RX7900,Unknown,20GB,2450MHz,CUDA:0,20.0,GB,2450.0,MHz,
顯示卡 VGA,華碩 TUF-RX7900XTX-O24G-GAMING(2615MHz/35.29cm/註冊五年),36490,2024-03-03,RX7900,RX7900,華碩,O24G,2615MHz,CUDA:0,24.0,O,2615.0,MHz,
顯示卡 VGA,技嘉 RX7900XTX GAMING OC 24G(2525MHz/33.1cm/註冊五年),36490,2024-03-03,RX7900,RX7900,技嘉,24G,2525MHz,CUDA:0,24.0,G,2525.0,MHz,
顯示卡 VGA,撼訊 RX7900XTX 24G-E/OC 紅魔(2565MHz/34.8cm/三風扇/註五年),38990,2024-03-03,RX7900,RX7900,Unknown,24G,2565MHz,CUDA:0,24.0,G,2565.0,MHz,
顯示卡 VGA,撼訊 RX7900XTX 24G-L/OC 暗黑犬(2525MHz/33.8cm/註四年/三風扇),35990,2024-03-03,RX7900,RX7900,Unknown,24G,2525MHz,CUDA:0,24.0,G,2525.0,MHz,
顯示卡 VGA,撼訊 RX7900XTX 24G-L/OC/WHITE 暗黑犬-白(2525MHz/33.8cm/註四年/三風扇),36990,2024-03-03,RX7900,RX7900,Unknown,24G,2525MHz,CUDA:0,24.0,G,2525.0,MHz,
