class,name,price,etl_date,brand,model,hz,cut_name
螢幕｜投影機｜壁掛,AOC Q27B3S2(1H1P/1ms/IPS/100Hz/無喇叭/Adaptive-Sync)抗閃.三邊極窄邊框設計,3999,2024-03-17,AOC,Q27B3S2,100Hz,AOC Q27B3S2
螢幕｜投影機｜壁掛,AOC Q27G4(1H1P/1ms/IPS/180Hz/無喇叭/Adaptive-Sync)電競螢幕,5299,2024-03-17,AOC,Q27G4,180Hz,AOC Q27G4
螢幕｜投影機｜壁掛,DELL S2721DS(2H1P/4ms/IPS/含喇叭/FreeSync)可昇降旋轉.四年保,8888,2024-03-17,DELL,S2721DS,,DELL S2721DS
螢幕｜投影機｜壁掛,DELL G2724D(1H2P/1ms/Fast IPS/165Hz/無喇叭/FreeSync Premium/HDR400)四年保【活動贈】,8888,2024-03-17,DELL,G2724D,165Hz,DELL G2724D
螢幕｜投影機｜壁掛,DELL P2723D(1H1P/5ms/IPS/無喇叭)保無亮點.低藍光螢幕.傾斜.四年保,10388,2024-03-17,DELL,P2723D,,DELL P2723D
螢幕｜投影機｜壁掛,DELL P2723DE(1H1P1C/5ms/IPS/無喇叭)保無亮點.可高低調整.旋轉.傾斜*尾盤出清,9800,2024-03-17,DELL,P2723DE,,DELL P2723DE
螢幕｜投影機｜壁掛,DELL U2722D(1H1P1C/5ms/IPS/無喇叭)保無亮點.可高低調整.旋轉.傾斜.四年保*尾盤,9988,2024-03-17,DELL,U2722D,,DELL U2722D
螢幕｜投影機｜壁掛,DELL U2724D(1H2P1C/5ms/IPS/120Hz/無喇叭)可傾斜.旋轉.保亮點.四年保【少量】,13500,2024-03-17,DELL,U2724D,120Hz,DELL U2724D
螢幕｜投影機｜壁掛,DELL U2724DE(1H2P1C1T/5ms/IPS/120Hz/無喇叭)可傾斜.旋轉.保亮點.四年保【少量】,16888,2024-03-17,DELL,U2724DE,120Hz,DELL U2724DE
螢幕｜投影機｜壁掛,LG 27GR75Q-B(2H1P/1ms/IPS/165Hz/無喇叭/FreeSync Premium)可昇降旋轉,5990,2024-03-17,LG,27GR75Q,165Hz,LG 27GR75Q-B
螢幕｜投影機｜壁掛,LG 27GR95QE-B(2H1P/0.03ms/OLED/240Hz/無喇叭/FreeSync Premium Pro)HDMI 2.1.兩年保,29900,2024-03-17,LG,27GR95QE,240Hz,LG 27GR95QE-B
螢幕｜投影機｜壁掛,MSI PRO MP273QP(2H1P/1ms/IPS/含喇叭)美型.可調整高低.旋轉【原價屋獨家款】,4990,2024-03-17,MSI,PRO,,MSI PRO MP273QP
螢幕｜投影機｜壁掛,MSI Modern MD272QP(1H1P1C/4ms/IPS/含喇叭)美型.可調整高低.旋轉 【活動↓↓↓】,4888,2024-03-17,MSI,Modern,,MSI Modern MD272QP
螢幕｜投影機｜壁掛,【主機搭購】MSI Modern MD272QP(1H1P1C/4ms/IPS/含喇叭)美型.可調整高低.旋轉,4788,2024-03-17,MSI,Modern,,MSI Modern MD272QP
螢幕｜投影機｜壁掛,MSI Modern MD272QXP(1H1P1C/1ms/IPS/100Hz/含喇叭)美型.可調整高低.旋轉,5990,2024-03-17,MSI,Modern,100Hz,MSI Modern MD272QXP
螢幕｜投影機｜壁掛,MSI Modern MD272QXPW(1H1P1C/1ms/IPS/100Hz/含喇叭)美型.可調整高低.旋轉.白色,5980,2024-03-17,MSI,Modern,100Hz,MSI Modern MD272QXPW
螢幕｜投影機｜壁掛,MSI G272CQP(2H1P/1ms/VA曲面/170Hz/無喇叭/FreeSync Premium),6490,2024-03-17,MSI,G272CQP,170Hz,MSI G272CQP
螢幕｜投影機｜壁掛,MSI G274QRFW(2H1P/1ms/Rapid IPS/170Hz/無喇叭/G-SYNC兼容) 白色,6777,2024-03-17,MSI,G274QRFW,170Hz,MSI G274QRFW
螢幕｜投影機｜壁掛,MSI G274QPF(2H1P1C/1ms/Rapid IPS/170Hz/無喇叭/Adaptive-Sync/HDR400) *尾盤,5990,2024-03-17,MSI,G274QPF,170Hz,MSI G274QPF
螢幕｜投影機｜壁掛,MSI G274QPF E2(2H1P1C/1ms/Rapid IPS/180Hz/無喇叭/Adaptive-Sync/HDR400),6990,2024-03-17,MSI,G274QPF,180Hz,MSI G274QPF E2
螢幕｜投影機｜壁掛,MSI G274QPF-QD(2H1P1C/1ms/Rapid IPS/170Hz/無喇叭/G-SYNC兼容)量子點技術,6990,2024-03-17,MSI,G274QPF,170Hz,MSI G274QPF-QD
螢幕｜投影機｜壁掛,MSI MAG 274QRF QD E2(2H1P1C/1ms/Rapid IPS/180Hz/無喇叭/Adaptive-SyncHDR400,7990,2024-03-17,MSI,MAG,180Hz,MSI MAG 274QRF QD E2
螢幕｜投影機｜壁掛,MSI MAG 275CQRF-QD(2H1P1C/1ms/Rapid VA曲面/170Hz/無喇叭/FreeSync Premium)量子點,8490,2024-03-17,MSI,MAG,170Hz,MSI MAG 275CQRF-QD
螢幕｜投影機｜壁掛,MSI MAG 275CQRXF(2H1P1C/1ms/Rapid VA曲面/240Hz/無喇叭/Adaptive-Sync/HDR400),8990,2024-03-17,MSI,MAG,240Hz,MSI MAG 275CQRXF
螢幕｜投影機｜壁掛,ViewSonic VX2728-2K(2H1P/0.5ms/IPS/180Hz/含喇叭/FreeSync Premium),5980,2024-03-17,ViewSonic,VX2728,180Hz,ViewSonic VX2728-2K
螢幕｜投影機｜壁掛,ViewSonic VX2758A-2K-PRO-2(2H1P/1ms/IPS/170Hz/無喇叭/FreeSync Premium)可升降.翻轉【少量】,5968,2024-03-17,ViewSonic,VX2758A,170Hz,ViewSonic VX2758A-2K-PRO-2
螢幕｜投影機｜壁掛,ViewSonic VX2728J-2K(2H1P/0.5ms/IPS/180Hz/含喇叭/FreeSync Premium)可升降.翻轉,6988,2024-03-17,ViewSonic,VX2728J,180Hz,ViewSonic VX2728J-2K
螢幕｜投影機｜壁掛,ViewSonic VP2756-2K(1H1P1C/5ms/IPS/含喇叭) Pantone認證.可旋轉.保無亮點,11350,2024-03-17,ViewSonic,VP2756,,ViewSonic VP2756-2K
螢幕｜投影機｜壁掛,三星 S27CG552EC(Odyssey/1H1P/1ms/VA曲面/165Hz/無喇叭/FreeSync/HDR10),5990,2024-03-17,三星,S27CG552EC,165Hz,三星 S27CG552EC
螢幕｜投影機｜壁掛,三星 S27BG650EC(Odyssey/2H1P/1ms/VA曲/240Hz/含喇叭/FreeSync Premium Pro)HDMI 2.1,14900,2024-03-17,三星,S27BG650EC,240Hz,三星 S27BG650EC
螢幕｜投影機｜壁掛,三星 S6 S27A600NAC(1H1P/5ms/IPS/無喇叭/FreeSync/HDR10)可高低調整【少量】,7690,2024-03-17,三星,S6,,三星 S6 S27A600NAC
螢幕｜投影機｜壁掛,技嘉 GS27QC(2H1P/1ms/VA曲面/165Hz/無喇叭/FreeSync Premium)不閃頻.低藍光▼下殺到 3/31 23:59,4499,2024-03-17,技嘉,GS27QC,165Hz,技嘉 GS27QC
螢幕｜投影機｜壁掛,技嘉 GS27Q(2H1P/1ms/IPS/165Hz/無喇叭//FreeSync Premium)不閃頻.低藍光,5811,2024-03-17,技嘉,GS27Q,165Hz,技嘉 GS27Q
螢幕｜投影機｜壁掛,技嘉 M27Q(rev2.0)(2H1P1C/1ms/IPS/165Hz/無喇叭/FreeSync/HDR400)OC 170Hz【少量】,7990,2024-03-17,技嘉,M27Q,165Hz,技嘉 M27Q
螢幕｜投影機｜壁掛,海盜船 XENEON 27QHD240(2H1P1C/0.03ms/OLED/240Hz/無喇叭/G-Sync兼容)HDMI 2.1【客訂】,33900,2024-03-17,海盜船,XENEON,240Hz,海盜船 XENEON 27QHD240
螢幕｜投影機｜壁掛,華碩 BE27ACSBK(1H1P1C/5ms/IPS/含喇叭)200萬網絡攝像頭.可昇降翻轉*尾盤出清 $9900↘,7888,2024-03-17,華碩,BE27ACSBK,,華碩 BE27ACSBK
螢幕｜投影機｜壁掛,華碩 VG27AQ3A(TUF/2H1P/1ms/Fast IPS/180Hz/含喇叭/G-SYNC兼容)快速IPS電競螢幕,5918,2024-03-17,華碩,VG27AQ3A,180Hz,華碩 VG27AQ3A
螢幕｜投影機｜壁掛,華碩 VG27AQL3A(TUF/2H1P/1ms/Fast IPS/180Hz/含喇叭/FreeSync Premium/HDR400)【活動贈】,6688,2024-03-17,華碩,VG27AQL3A,180Hz,華碩 VG27AQL3A
螢幕｜投影機｜壁掛,華碩 VG27AQL3A-W(TUF/2H1P/1ms/Fast IPS/180Hz/含喇叭/FreeSync Premium/HDR400)白色,6688,2024-03-17,華碩,VG27AQL3A,180Hz,華碩 VG27AQL3A-W
螢幕｜投影機｜壁掛,華碩 VG27WQ1B(2H1P/1ms/VA曲面/165Hz/含喇叭/Adaptive-Sync/HDR10)曲面遊戲顯示器,5980,2024-03-17,華碩,VG27WQ1B,165Hz,華碩 VG27WQ1B
螢幕｜投影機｜壁掛,華碩 VG27AQM1A(TUF/2H1P/1ms/Fast IPS/260Hz/含喇叭/FreeSync Premium/HDR400),8988,2024-03-17,華碩,VG27AQM1A,260Hz,華碩 VG27AQM1A
螢幕｜投影機｜壁掛,華碩 XG27AQV(ROG/2H1P/1ms/IPS曲面/170Hz/無喇叭/FreeSync Premium/HDR400),7546,2024-03-17,華碩,XG27AQV,170Hz,華碩 XG27AQV
螢幕｜投影機｜壁掛,華碩 XG27AQ(ROG/2H1P/1ms/IPS/170Hz/含喇叭/Adaptive-Sync/HDR400),8515,2024-03-17,華碩,XG27AQ,170Hz,華碩 XG27AQ
螢幕｜投影機｜壁掛,華碩 XG27ACS(ROG/1H1P1C/1ms/180Hz/無喇叭/FreeSync/HDR400)G-SYNC兼容,9900,2024-03-17,華碩,XG27ACS,180Hz,華碩 XG27ACS
螢幕｜投影機｜壁掛,華碩 XG27AQMR(ROG/2H1P/1ms/IPS/300Hz/無喇叭/FreeSync Premium Pro/HDR600【活動贈】,14888,2024-03-17,華碩,XG27AQMR,300Hz,華碩 XG27AQMR
螢幕｜投影機｜壁掛,華碩 PG27AQDM(ROG/2H1P/0.03ms/OLED/240Hz/無喇叭/G-Sync兼容)兩年保,24780,2024-03-17,華碩,PG27AQDM,240Hz,華碩 PG27AQDM
螢幕｜投影機｜壁掛,華碩 PG27AQN(ROG/3H1P/1ms/IPS/360Hz/無喇叭/G-Sync/HDR600)超快速 IPS 技術【少量】,27888,2024-03-17,華碩,PG27AQN,360Hz,華碩 PG27AQN
螢幕｜投影機｜壁掛,華碩 PA278CGV(2H1P1C/5ms/IPS/144Hz/含喇叭FreeSync Premium/HDR400)人體工學支架【少量】,9800,2024-03-17,華碩,PA278CGV,144Hz,華碩 PA278CGV
螢幕｜投影機｜壁掛,ACER VG270K L(2H1P/4ms/IPS/含喇叭/FreeSync/HDR 10)4K入門款式,6999,2024-03-17,ACER,VG270K,,ACER VG270K L
螢幕｜投影機｜壁掛,ACER XV272K V3(2H1P/0.5ms/IPS/160Hz/含喇叭/FreeSync Premium/HDR400)HDMI 2.1,9999,2024-03-17,ACER,XV272K,160Hz,ACER XV272K V3
螢幕｜投影機｜壁掛,ACER XV272K LV(2H1P1C/0.5ms/IPS/160Hz/含喇叭/FreeSync Premium)HDMI 2.1 機種,17999,2024-03-17,ACER,XV272K,160Hz,ACER XV272K LV
螢幕｜投影機｜壁掛,ACER XV275K P3(2H1P1C/1ms/IPS/160Hz/無喇叭/FreeSync Premium/HDR1000)HDMI 2.1.MiniLED,18888,2024-03-17,ACER,XV275K,160Hz,ACER XV275K P3
螢幕｜投影機｜壁掛,BenQ MOBIUZ EX2710U(2H1P/1ms/IPS/144Hz/含喇叭/FreeSync Premium Pro)HDMI 2.1,21888,2024-03-17,BenQ,MOBIUZ,144Hz,BenQ MOBIUZ EX2710U
螢幕｜投影機｜壁掛,BenQ PD2705U(1H1P1C/5ms/IPS/含喇叭/HDR10)AQCOLOR色彩技術.可高低旋轉,17888,2024-03-17,BenQ,PD2705U,,BenQ PD2705U
螢幕｜投影機｜壁掛,BenQ PD2706UA(1H1P1C/5ms/IPS/含喇叭/HDR10)PD Ergo Arm可旋轉.調整高度,21888,2024-03-17,BenQ,PD2706UA,,BenQ PD2706UA
螢幕｜投影機｜壁掛,BenQ PD2725U(2H1P1C/5ms/IPS/含喇叭/HDR400)支援Thunderbolt 3連接.專業設計【少量】,24788,2024-03-17,BenQ,PD2725U,,BenQ PD2725U
螢幕｜投影機｜壁掛,BenQ SW272U(2H1P1C/5ms/IPS/無喇叭/HDR10)數位紙技術.低反光面板技術,46888,2024-03-17,BenQ,SW272U,,BenQ SW272U
螢幕｜投影機｜壁掛,MSI Modern MD271UL(2H1P1C/4ms/IPS/無喇叭)三邊無邊框.美型機型,7990,2024-03-17,MSI,Modern,,MSI Modern MD271UL
螢幕｜投影機｜壁掛,MSI MAG 274UPF(2H1C/1ms/Rapid IPS/144Hz/無喇叭/FreeSync Premium/HDR400)HDMI 2.1,15800,2024-03-17,MSI,MAG,144Hz,MSI MAG 274UPF
螢幕｜投影機｜壁掛,DELL P2723QE(1H1P1C/5ms/IPS/無喇叭)保亮點.可傾斜.調整高低.四年保,16543,2024-03-17,DELL,P2723QE,,DELL P2723QE
螢幕｜投影機｜壁掛,DELL U2723QE(1H1P1C/5ms/IPS/無喇叭/HDR400)廣色域.保亮點.可傾斜.四年保,22999,2024-03-17,DELL,U2723QE,,DELL U2723QE
螢幕｜投影機｜壁掛,LG 27UP600-W(2H1P/5ms/IPS/無喇叭/FreeSync/HDR400)高畫質編輯顯示器▼下殺到 3/31 23:59,7990,2024-03-17,LG,27UP600,,LG 27UP600-W
螢幕｜投影機｜壁掛,LG 27UP850N-W(2H1P1C/5ms/IPS/含喇叭/FreeSync/HDR400) 可旋轉.調整高低【少量】,14900,2024-03-17,LG,27UP850N,,LG 27UP850N-W
螢幕｜投影機｜壁掛,LG 27GR93U-B(2H1P/1ms/IPS/144Hz/無喇叭/FreeSync Premium)HDMI 2.1▼下殺到 3/31 23:59,13900,2024-03-17,LG,27GR93U,144Hz,LG 27GR93U-B
螢幕｜投影機｜壁掛,三星 S7 S27A700NWC(1H1P/5ms/IPS/無喇叭/HDR10)低藍光.護眼.PIP.PBP,7880,2024-03-17,三星,S7,,三星 S7 S27A700NWC
螢幕｜投影機｜壁掛,三星 S8 S27A800UJC(1H1P1C/5ms/IPS/無喇叭/HDR10)可垂直.可升降.低藍光,9890,2024-03-17,三星,S8,,三星 S8 S27A800UJC
螢幕｜投影機｜壁掛,華碩 PA279CRV(2H2P1C/5ms/IPS/含喇叭/Delta E值小於2)支援USB-C 96瓦,12533,2024-03-17,華碩,PA279CRV,,華碩 PA279CRV
螢幕｜投影機｜壁掛,華碩 PA27DCE-K(3H1P1C/0.1ms/OLED/含喇叭/HDR10)PD 80W.人體工學支架.兩年保,46900,2024-03-17,華碩,PA27DCE,,華碩 PA27DCE-K
螢幕｜投影機｜壁掛,三星 S9 S27C900PAC(1P1C/5ms/IPS/含喇叭/HDR10) Mini DP、TBT4 (90W) 【客訂】,45900,2024-03-17,三星,S9,,三星 S9 S27C900PAC
螢幕｜投影機｜壁掛,LG 28MQ780-B(2H1P1C/5ms/NanoIPS/含喇叭/HDR10)DualUp 雙能機【限量】,20900,2024-03-17,LG,28MQ780,,LG 28MQ780-B
螢幕｜投影機｜壁掛,ACER VG280K(2H1P/1ms/IPS/含喇叭/FreeSync/HDR10) 廣色域 *尾盤,6688,2024-03-17,ACER,VG280K,,ACER VG280K
螢幕｜投影機｜壁掛,ACER XV280K(2H1P/4ms/IPS/含喇叭/FreeSync/HDR10)廣色域.專業護眼,7488,2024-03-17,ACER,XV280K,,ACER XV280K
螢幕｜投影機｜壁掛,ACER XV282K KV(2H1P1C/1ms/IPS/144Hz/含喇叭/FreeSync Premium/HDR400)HDMI 2.1【少量】,15999,2024-03-17,ACER,XV282K,144Hz,ACER XV282K KV
螢幕｜投影機｜壁掛,BenQ EW2880U(2H1P1C/5ms/IPS/含喇叭/FreeSync)類瞳孔.光智慧.護眼螢幕,9988,2024-03-17,BenQ,EW2880U,,BenQ EW2880U
螢幕｜投影機｜壁掛,【任搭】BenQ EW2880U(2H1P1C/5ms/IPS/含喇叭/FreeSync)類瞳孔.光智慧.護眼螢幕,9788,2024-03-17,BenQ,EW2880U,,BenQ EW2880U
螢幕｜投影機｜壁掛,技嘉 M28U(2H1P1C/1ms/IPS/144Hz/含喇叭/FreeSync Premium Pro/HDR400)HDMI 2.1【少量】,14900,2024-03-17,技嘉,M28U,144Hz,技嘉 M28U
螢幕｜投影機｜壁掛,技嘉 M28U AE(2H1P1C/1ms/IPS/144Hz/FreeSync Premium Pro/HDR400)HDMI 2.1.人體工學手臂【少量】,15510,2024-03-17,技嘉,M28U,144Hz,技嘉 M28U AE
螢幕｜投影機｜壁掛,三星 S28BG700EC(Odyssey/2H1P/1ms/IPS/144Hz/含喇叭/FreeSync Premium Pro)HDMI 2.1,16888,2024-03-17,三星,S28BG700EC,144Hz,三星 S28BG700EC
螢幕｜投影機｜壁掛,華碩 VP289Q(2H1P/5ms/IPS/含喇叭/Adaptive-Sync/HDR10)護眼顯示器 【少量】,8450,2024-03-17,華碩,VP289Q,,華碩 VP289Q
螢幕｜投影機｜壁掛,華碩 VG289Q(TUF/2H1P/5ms/IPS/含喇叭/FreeSync/HDR10/G-SYNC兼容)可翻轉.昇降,7700,2024-03-17,華碩,VG289Q,,華碩 VG289Q
螢幕｜投影機｜壁掛,Lenovo D32-40(1H1P/4ms/VA/無喇叭/FreeSync)低藍光.護眼.最優惠32吋機種 *尾盤,3988,2024-03-17,Lenovo,D32,,Lenovo D32-40
螢幕｜投影機｜壁掛,ACER SA322Q A(1A1H/1ms/IPS/無喇叭/FreeSync)入門32吋機種,3999,2024-03-17,ACER,SA322Q,,ACER SA322Q A
螢幕｜投影機｜壁掛,PHILIPS Evnia 32M1C5200W(2H1P/0.5ms/VA曲面/240Hz/無喇叭/Adaptive-Sync)▼下殺到 3/17 23:59,5122,2024-03-17,PHILIPS,Evnia,240Hz,PHILIPS Evnia 32M1C5200W
螢幕｜投影機｜壁掛,AOPEN 32HC5QR S(2H1P/1ms/VA曲面/165Hz/含喇叭/FreeSync Premium) *尾盤,4900,2024-03-17,AOPEN,32HC5QR,165Hz,AOPEN 32HC5QR S
螢幕｜投影機｜壁掛,AOPEN 32HC5QR S3(2H1P/1ms/VA曲面/180Hz/含喇叭//FreeSync Premium),5288,2024-03-17,AOPEN,32HC5QR,180Hz,AOPEN 32HC5QR S3
螢幕｜投影機｜壁掛,LG 32MR50C-B(1A2H/5ms/VA曲面/100Hz/無喇叭/FreeSync),4597,2024-03-17,LG,32MR50C,100Hz,LG 32MR50C-B
螢幕｜投影機｜壁掛,LG 32SR50F-W(2H/8ms/IPS/含喇叭)智慧型顯示器搭載 webOS,7666,2024-03-17,LG,32SR50F,,LG 32SR50F-W
螢幕｜投影機｜壁掛,MSI G32C4X(2H1P/1ms/VA曲面/250Hz/無喇叭/FreeSync Premium)電競曲面螢幕,5890,2024-03-17,MSI,G32C4X,250Hz,MSI G32C4X
螢幕｜投影機｜壁掛,ViewSonic VA3209-MH(1A1H/4ms/IPS/含喇叭)窄邊框美型螢幕,4670,2024-03-17,ViewSonic,VA3209,,ViewSonic VA3209-MH
螢幕｜投影機｜壁掛,ViewSonic VX3276-MHD-3(1A1H1P/4ms/IPS/含喇叭/Adaptive-Sync),4638,2024-03-17,ViewSonic,VX3276,,ViewSonic VX3276-MHD-3
螢幕｜投影機｜壁掛,三星 S32C390EAC(2H1P/4ms/VA曲面/含喇叭/FreeSync)窄邊框.低藍光.零閃屏,6490,2024-03-17,三星,S32C390EAC,,三星 S32C390EAC
螢幕｜投影機｜壁掛,華碩 VA329HE(1A1H/5ms/IPS/無喇叭/Adaptive-Sync)不閃屏.低藍光,4680,2024-03-17,華碩,VA329HE,,華碩 VA329HE
螢幕｜投影機｜壁掛,華碩 VG328QA1A(TUF/2H1P/1ms/VA/165Hz/含喇叭/FreeSync Premium)OC 170Hz,5809,2024-03-17,華碩,VG328QA1A,165Hz,華碩 VG328QA1A
螢幕｜投影機｜壁掛,ACER SA322QU A(2H1P/1ms/IPS/無喇叭/FreeSync/HDR10)薄邊框,5688,2024-03-17,ACER,SA322QU,,ACER SA322QU A
螢幕｜投影機｜壁掛,ACER XV320QU M5(2H1P/0.5ms/IPS/180Hz/含喇叭/FreeSync Premium/HDR10),7999,2024-03-17,ACER,XV320QU,180Hz,ACER XV320QU M5
螢幕｜投影機｜壁掛,BenQ MOBIUZ EX3210R(2H1P/1ms/VA曲面/165Hz/含喇叭/FreeSync Premium Pro)保亮點,8988,2024-03-17,BenQ,MOBIUZ,165Hz,BenQ MOBIUZ EX3210R
螢幕｜投影機｜壁掛,BenQ BL3290QT(1H1P1C/5ms/IPS/含喇叭)雙向智慧降噪技術.人體工學支架,12888,2024-03-17,BenQ,BL3290QT,,BenQ BL3290QT
螢幕｜投影機｜壁掛,BenQ GW3290QT(1H1P1C/5ms/IPS/含喇叭)雙向智慧降噪技術.人體工學支架.白色,13888,2024-03-17,BenQ,GW3290QT,,BenQ GW3290QT
螢幕｜投影機｜壁掛,PHILIPS Evnia 32M1N5500VS(2H1P/1ms/VA/165Hz/含喇叭/FreeSync Premium/HDR400)【贈全家禮卷400元】,6888,2024-03-17,PHILIPS,Evnia,165Hz,PHILIPS Evnia 32M1N5500VS
螢幕｜投影機｜壁掛,PHILIPS Evnia 32M1C5500VL(2H1P/1ms/VA曲面/165Hz/無喇叭/Adaptive-Sync)電競曲面螢幕▼下殺到 3/17 23:59,5980,2024-03-17,PHILIPS,Evnia,165Hz,PHILIPS Evnia 32M1C5500VL
螢幕｜投影機｜壁掛,AOC Q32G3SE(2H1P/1ms/VA/165Hz/無喇叭/FreeSync Premium)電競顯示器,5988,2024-03-17,AOC,Q32G3SE,165Hz,AOC Q32G3SE
螢幕｜投影機｜壁掛,AOC AG325QX(2H2P/1ms/IPS/180Hz/無喇叭/G-SYNC兼容/HDR400),9999,2024-03-17,AOC,AG325QX,180Hz,AOC AG325QX
螢幕｜投影機｜壁掛,MSI G32CQ5P(2H1P/1ms/VA曲面/170Hz/無喇叭/Adaptive-Sync),7990,2024-03-17,MSI,G32CQ5P,170Hz,MSI G32CQ5P
螢幕｜投影機｜壁掛,MSI G322CQP(2H1P/1ms/VA曲面/170Hz/無喇叭/FreeSync Premium)【少量】,7990,2024-03-17,MSI,G322CQP,170Hz,MSI G322CQP
螢幕｜投影機｜壁掛,MSI G321Q(2H1P/1ms/IPS/170Hz/無喇叭/G-SYNC兼容)電競機種,9800,2024-03-17,MSI,G321Q,170Hz,MSI G321Q
螢幕｜投影機｜壁掛,MSI MAG 325CQRF-QD(2H1P1C/1ms/Rapid VA曲面/170Hz/無喇叭/FreeSync Premium)量子點,9890,2024-03-17,MSI,MAG,170Hz,MSI MAG 325CQRF-QD
螢幕｜投影機｜壁掛,MSI MAG 325CQRXF(2H1P1C/1ms/Rapid VA曲/240Hz/無喇叭/Adaptive-Sync/HDR400),9990,2024-03-17,MSI,MAG,240Hz,MSI MAG 325CQRXF
螢幕｜投影機｜壁掛,MSI MPG321QRF-QD(2H1P1C/1ms/Rapid IPS/175Hz/無喇叭/G-Sync兼容/HDR600),12800,2024-03-17,MSI,MPG321QRF,175Hz,MSI MPG321QRF-QD
螢幕｜投影機｜壁掛,LG 32GQ850-B(2H1P/1ms/Nano IPS/240Hz/無喇叭/FreeSync Premium Pro)HDMI 2.1*尾盤,18900,2024-03-17,LG,32GQ850,240Hz,LG 32GQ850-B
螢幕｜投影機｜壁掛,【搭購價】LG 32GQ850-B(2H1P/1ms/Nano IPS/240Hz/無喇叭/FreeSync Premium Pro)HDMI 2.1*尾盤,18000,2024-03-17,LG,32GQ850,240Hz,LG 32GQ850-B
螢幕｜投影機｜壁掛,ViewSonic VA3209-2K-MHD(2H1P/4ms/IPS/含喇叭)窄邊框美型螢幕,6666,2024-03-17,ViewSonic,VA3209,,ViewSonic VA3209-2K-MHD
螢幕｜投影機｜壁掛,ViewSonic VX3276-2K-MHD-2(2H2P/4ms/IPS/含喇叭/Adaptive-Sync)【少量】,6888,2024-03-17,ViewSonic,VX3276,,ViewSonic VX3276-2K-MHD-2
螢幕｜投影機｜壁掛,ViewSonic VX3218C-2K(1H1P/1ms/VA曲面/165Hz/含喇叭/FreeSync Premium),6488,2024-03-17,ViewSonic,VX3218C,165Hz,ViewSonic VX3218C-2K
螢幕｜投影機｜壁掛,ViewSonic VX3219-2K-PRO-2(2H1P/0.43ms/IPS/165Hz/無喇叭/FreeSync Premium),8988,2024-03-17,ViewSonic,VX3219,165Hz,ViewSonic VX3219-2K-PRO-2
螢幕｜投影機｜壁掛,三星 S32CG552EC(Odyssey/1H1P/1ms/VA曲面/165Hz/無喇叭/FreeSync/HDR10),7290,2024-03-17,三星,S32CG552EC,165Hz,三星 S32CG552EC
螢幕｜投影機｜壁掛,三星 S32BG650EC(Odyssey/2H1P/1ms/VA曲/240Hz/含喇叭/FreeSync Premium Pro)HDMI 2.1,18900,2024-03-17,三星,S32BG650EC,240Hz,三星 S32BG650EC
螢幕｜投影機｜壁掛,技嘉 GS32Q(2H1P/1ms/IPS/170Hz/無喇叭/FreeSync Premium)不閃頻.低藍光,6488,2024-03-17,技嘉,GS32Q,170Hz,GIGABYTE GS32Q
螢幕｜投影機｜壁掛,技嘉 M32QC(2H1P1C/1ms/VA曲面/170Hz/無喇叭/Adaptive-Sync/HDR400) 內建KVM,8800,2024-03-17,技嘉,M32QC,170Hz,技嘉 M32QC
螢幕｜投影機｜壁掛,華碩 VG32VQ1B(TUF/2H1P/1ms/VA曲面/165Hz/含喇叭/FreeSync/HDR10)廣色域電競,7677,2024-03-17,華碩,VG32VQ1B,165Hz,華碩 VG32VQ1B
螢幕｜投影機｜壁掛,華碩 XG32AQ(ROG/2H1P/1ms/IPS/175Hz/無喇叭/G-SYNC兼容/HDR600)電競顯示器【少量】,11000,2024-03-17,華碩,XG32AQ,175Hz,華碩 XG32AQ
螢幕｜投影機｜壁掛,華碩 XG32VC(ROG/2H1P1C/1ms/VA曲面/170Hz/無喇叭/FreeSync/HDR400)Aura-Sync,12688,2024-03-17,華碩,XG32VC,170Hz,華碩 XG32VC
螢幕｜投影機｜壁掛,華碩 PA328QV(2H1P/5ms/IPS/含喇叭/Adaptive-Sync)可旋轉.調整高度【少量】,9688,2024-03-17,華碩,PA328QV,,華碩 PA328QV
螢幕｜投影機｜壁掛,華碩 PA328CGV(2H1P1C/5ms/IPS/165Hz/含喇叭/FreeSync Premium Pro)【少量】,15888,2024-03-17,華碩,PA328CGV,165Hz,華碩 PA328CGV
螢幕｜投影機｜壁掛,ACER SA322QK(2H1P/4ms/VA/含喇叭/FreeSync/HDR10),7999,2024-03-17,ACER,SA322QK,,ACER SA322QK
螢幕｜投影機｜壁掛,ACER XV322QK KV(2H1P1C/0.5ms/IPS/144Hz/含喇叭/FreeSync Premium)HDMI 2.1,19900,2024-03-17,ACER,XV322QK,144Hz,ACER XV322QK KV
螢幕｜投影機｜壁掛,ACER XB323QK NV(2H1P1C/0.5ms/IPS/144Hz/含喇叭/Adaptive-Sync)HDMI 2.1,19999,2024-03-17,ACER,XB323QK,144Hz,ACER XB323QK NV
螢幕｜投影機｜壁掛,ACER XB323K RV(4H1P1C/0.7ms/IPS/160Hz/含喇叭/FreeSync Premium/HDR600)HDMI 2.1*尾盤,25500,2024-03-17,ACER,XB323K,160Hz,ACER XB323K RV
螢幕｜投影機｜壁掛,ACER X32Q FS(2H1P1C/1ms/IPS/144Hz/含喇叭/FreeSync Premium Pro/HDR1000)Mini LED.HDMI 2.1【少量】,22900,2024-03-17,ACER,X32Q,144Hz,ACER X32Q FS
